CountryName,CountryCode,Date,S1_School closing,S1_IsGeneral,S1_Notes,S2_Workplace closing,S2_IsGeneral,S2_Notes,S3_Cancel public events,S3_IsGeneral,S3_Notes,S4_Close public transport,S4_IsGeneral,S4_Notes,S5_Public information campaigns,S5_IsGeneral,S5_Notes,S6_Restrictions on internal movement,S6_IsGeneral,S6_Notes,S7_International travel controls,S7_Notes,S8_Fiscal measures,S8_Notes,S9_Monetary measures,S9_Notes,S10_Emergency investment in health care,S10_Notes,S11_Investment in Vaccines,S11_Notes,ConfirmedCases,ConfirmedDeaths,StringencyIndex,
Switzerland,CHE,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200131,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200131,2,1,,2,1,,2,0,,2,0,,1,1,,2,0,,0,,,,, the central bank had 300 billion (US$42.78 billion) yuan re-lending quota https://www.scmp.com/economy/china-economy/article/,,,,,7734,170,71,"	"
Costa Rica,CRI,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200131,0,0,,0,0,,0,0,,0,,,1,1,,0,0,,0,,0,,0,,0,,0,,4,0,14,"	"
Denmark,DNK,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200131,0,,,0,,,0,,,0,,,1,1,https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2020/20200131info-coronavirus.aspx,0,,,0,,0,,0,,0,,246961,https://www.lamoncloa.gob.es/lang/en/https://www.lamoncloa.gob.es/lang/en/gobierno/news/paginas/2020/20200316researching.aspx/news/paginas/2020/20200316researching.aspx,0,0,14,"	"
Estonia,EST,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,1,0,0,"	"
France,FRA,20200131,0,,,0,,,0,,,0,,,1,0,,0,,,2,"premi?®re op?©ration de retour des ressortissants fran?ßais vivant dans la province de Hubei, par vol direct depuis Wuhan accompagn?© d‚Äôune ?©quipe m?©dicale et confinement des passagers pendant 14 jours ?† Carry-le-Rouet.",0,,0,,0,,0,,5,0,17,"	"
United Kingdom,GBR,20200131,0,0,,0,0,,0,0,,0,0,,1,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_United_Kingdom#Government: 'As soon as cases appeared in the U,0,0,,0,,,,1,,,,,,0,0,14,"	"
Georgia,GEO,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,2,The Ministry of Health declares Sanitary National Alert [https://www.mspas.gob.gt/index.php/noticias/comunicados/item/709-el-m,0,,0,,0,,0,,,,24,"	"
Guyana,GUY,20200131,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200131,2,1,"The Education Bureau (EDB) announced all schools in Hong Kong (including kindergartens, primary schools, secondary schools, sp",2,1,Special work arrangements for government departments will be extended until February 9 and the Government will review the situ,2,1,,0,0,,1,1,,0,0,,3,Hong Kong International Airport will implement body temperature checks for both departing and transit passengers. No boarding ,0,,,,0,,,,,,71,"	"
Honduras,HND,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200131,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,1,,0,,0,,,,14,"	"
Indonesia,IDN,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,,,,,,,,,0,0,19,"	"
India,IND,20200131,0,,,0,,,0,,,0,,,1,0,"https://english.mathrubhumi.com/news/kerala/kerala-to-launch-awareness-campaign-after-positive-case-of-novel-coronavirus-detected-1.4489523
https://www.edexlive.com/news/2020/feb/03/kerala-government-plays-coronavirus-awareness-video-in-all-government-schools-heres-how-it-was-10120.html
https://www.thehindu.com/sci-tech/health/a-new-virus-emerges-in-china/article30567853.ece
https://economictimes.indiatimes.com/magazines/panache/this-live-interactive-dashboard-tracks-coronavirus-cases-in-real-time-has-resources-for-raising-awareness-about-virus/articleshow/73766595.cms?from=mdr
",0,,,1,https://www.mohfw.gov.in/pdf/TraveladvisorytotravelersvisitingChina25012020.pdf,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,1,0,12,"	"
Ireland,IRL,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,,,,,,,,,,,,,,0,0,14,"	"
Israel,ISR,20200131,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Italy,ITA,20200131,0,,,0,,,0,,,0,,,,,,0,,,3,,,,,,,,,,0,0,14,"	"
Jordan,JOR,20200131,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,,"	"
Kenya,KEN,20200131,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,8,,0,,0,,,,5,"	"
Cambodia,KHM,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
South Korea,KOR,20200131,0,,,0,,,2,0,Local governments throughout S. Korea cancel festivals and public events amid coronavirus fears http://english.hani.co.kr/arti/english_edition/e_national/926744.html,0,,,1,1,,0,,,0,,0,,1.25,,0,,,,4,0,24,"	"
Kuwait,KWT,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200131,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200131,0,,,0,1,,0,,,0,,,1,1,Daily situatioin reports start,1,1,Avoidance of crowded areas advised,1,"Thermal scanners, health desk and screening of symptoms in airport",0,,7,"The Central Bank of Sri Lanka (CBSL) lowered the standing deposit facility rate (SDFR) and standing lending facility rate (SLFR) by 50 basis points (bps) each to 6.50% and 7.50%, respectively. The statutory reserve ratio (SRR) was, however, left unchanged at 5% (https://uk.reuters.com/article/sri-lanka-economy-rates/update-2-sri-lanka-cenbank-unexpectedly-cuts-key-interest-rates-to-support-growth-idUSL4N29Z0SN); https://tradingeconomics.com/sri-lanka/interest-rate",0,,0,,1,0,29,"	"
Lithuania,LTU,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200131,2,1,,0,0,,2,1,,,,,1,1,,0,0,,1,,,,,,,,,,,,48,"	"
Monaco,MCO,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,0,0,19,"	"
Macedonia,MKD,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200131,0,0,,0,0,,0,0,,0,0,,1,0,,0,0,,0,,0,,,,,,0,,,,7,"	"
Malaysia,MYS,20200131,0,0,,0,0,,0,0,,0,0,,1,1,"Ministry of Health has been issuing updates, guidance and infographics since around the time of the 1st case on 23 Jan 2020 [https://web.archive.org/save/http://www.moh.gov.my/index.php/pages/view/2019-ncov-wuhan-infografik; https://twitter.com/KKMPutrajaya; https://m.facebook.com/kementeriankesihatanmalaysia/] ",0,0,,3,,,,2.75,https://web.archive.org/web/20200327002900/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2020,,,,,7,0,29,"	"
Nigeria,NGA,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nicaragua,NIC,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Netherlands,NLD,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Norway,NOR,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nepal,NPL,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
New Zealand,NZL,20200131,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,0,,1,,0,,,,0,0,0,"	"
Oman,OMN,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Pakistan,PAK,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Panama,PAN,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,,,19,"	"
Philippines,PHL,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
Poland,POL,20200131,0,,,0,,,0,,,0,,,1,0,,0,,,0,,0,,2,,0,,0,,,,7,"	"
Portugal,PRT,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Qatar,QAT,20200131,0,,,0,,,0,,,0,,,1,1,"Informing public about the steps it has taken, screening in place, testing etc. @MOPHQatar has videos, updates and live feeds",0,,,1,"From Jan 24 (Reuters) - Qatar will start precautionary screening of passengers arriving at Hamad international airport from China to help stop the spread of the new coronavirus‚Äù
https://web.archive.org/web/20200326162759/https://www.reuters.com/article/china-health-airport/qatar-to-screen-airport-passengers-arriving-from-china-idUSL8N29T4M2 ",0,,4,https://tradingeconomics.com/qatar/interest-rate,0,,0,,0,0,19,"	"
Romania,ROU,20200131,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,3,,0,,0,,0,0,5,"	"
Russia,RUS,20200131,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,6,,0,,0,,0,0,14,"	"
Singapore,SGP,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,3,,,,,,,,,,10,0,29,"	"
El Salvador,SLV,20200131,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,0,,0,,0,,0,,0,,,,14,"	"
San Marino,SMR,20200131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Serbia,SRB,20200131,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,2,,0,,0,,,,5,"	"
Slovak Republic,SVK,20200131,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Slovenia,SVN,20200131,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Sweden,SWE,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,,0,,0,,0,0,0,"	"
Syria,SYR,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Thailand,THA,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,1.25,,0,,0,,14,0,0,"	"
Tanzania,TZA,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Uganda,UGA,20200131,0,1,,0,1,,0,1,,0,1,,1,1,,0,1,,1,Entebbe airport,0,,0,,0,,0,,,,19,"	"
United States,USA,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,,0,,2,,,,,,5,0,10,"	"
Venezuela,VEN,20200131,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Vietnam,VNM,20200131,0,0,,,,,0,0,,,,,,,,0,0,,0,,,,,,,,,,2,0,0,"	"
South Africa,ZAF,20200131,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,6,,0,,0,,,,5,"	"
Zimbabwe,ZWE,20200131,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,0,"	"
Taiwan,TWN,20200131,0,,,0,,,0,,,0,,,1,1,"https://ocgptweb.azurewebsites.net/View?param=Filter
'This trend of fast response continued after Taiwan activated its Central Epidemic Command Center (CECC), which serves as a coordinator of all epidemic responses and updates the public about COVID-19.' -one of the aims of CECC is to give massive information campaigns.",0,,,0,,,,,,,,,,8,0,14,"	"
Afghanistan,AFG,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
United Arab Emirates,ARE,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,"	"
Argentina,ARG,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Armenia,ARM,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Australia,AUS,20200201,0,,,0,,,0,,,0,,,1,0,,0,,,3,"The Department of Foreign Affairs and Trade (DFAT) has advised Australians not to travel to China due to the 'escalating threat' of the virus, while asking those who have returned from the country to self-isolate for 14 days. People who are not Australians, permanent residents or their families AND who have been in China cannot enter Australia. https://www.abc.net.au/news/2020-02-01/australians-told-not-to-travel-to-china-due-to-coronavirus/11920742",,,1,,,,,,7,0,21,"	"
Austria,AUT,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Azerbaijan,AZE,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belgium,BEL,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Bulgaria,BGR,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,,,0,"	"
Bahrain,BHR,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belarus,BLR,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Belize,BLZ,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,,,0,"	"
Bermuda,BMU,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Bolivia,BOL,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,0,"	"
Brazil,BRA,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Barbados,BRB,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Botswana,BWA,20200201,,,,0,,,0,,,0,,,1,1,Online public health website notification (http://web.archive.org/web/20200322110625/https://www.moh.gov.bw/coronavirus.html) and travellers posters (https://www.moh.gov.bw/Publications/coronavirus/Travellers_poster.pdf),0,,,1,Self referral screening from December,0,,5,https://tradingeconomics.com/botswana/interest-rate,0,,0,,,,19,"	"
Canada,CAN,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,1,,,,0,,3,0,5,"	"
Switzerland,CHE,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Chile,CHL,20200201,0,0,,0,0,,0,0,,,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
China,CHN,20200201,2,1,,2,1,,2,0,,2,0,,1,1,,2,0,,0,,,,,,,,,,9714,213,71,"	"
Democratic Republic of Congo,COD,20200201,0,,,0,,,0,,,0,,,,,,0,,,0,,0,,0,,,,0,,,,0,"	"
Costa Rica,CRI,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,,,,,,,,,0,"	"
Czech Republic,CZE,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,2,,0,,0,,0,0,0,"	"
Germany,DEU,20200201,0,0,,0,0,,0,0,,0,,,1,1,,0,0,,0,,0,,0,,0,,0,,5,0,14,"	"
Denmark,DNK,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Dominican Republic,DOM,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Algeria,DZA,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Ecuador,ECU,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Egypt,EGY,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Spain,ESP,20200201,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,0,,0,,0,,0,0,14,"	"
Estonia,EST,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Finland,FIN,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,1,0,0,"	"
France,FRA,20200201,0,,,0,,,0,,,0,,,1,0,,0,,,2,,0,,0,,0,,0,,6,0,17,"	"
United Kingdom,GBR,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,0,,,,1,,,,,,2,0,14,"	"
Georgia,GEO,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Greece,GRC,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Guatemala,GTM,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,2,,0,,0,,0,,0,,,,24,"	"
Guyana,GUY,20200201,0,0,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,"	"
Hong Kong,HKG,20200201,2,1,,2,1,,2,1,,0,0,,1,1,,0,0,,3,,0,,,,0,,,,,,71,"	"
Honduras,HND,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,,,0,,0,,0,,,,0,"	"
Croatia,HRV,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,3,,0,,0,,0,0,0,"	"
Hungary,HUN,20200201,0,,,0,,,0,,,0,,,1,1,,0,,,0,,0,,1,,0,,0,,,,14,"	"
Indonesia,IDN,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,,,,,,,,,0,0,19,"	"
India,IND,20200201,0,,,0,,,0,,,0,,,1,0,"https://english.mathrubhumi.com/news/kerala/kerala-to-launch-awareness-campaign-after-positive-case-of-novel-coronavirus-detected-1.4489523
https://www.edexlive.com/news/2020/feb/03/kerala-government-plays-coronavirus-awareness-video-in-all-government-schools-heres-how-it-was-10120.html
https://www.thehindu.com/sci-tech/health/a-new-virus-emerges-in-china/article30567853.ece
https://economictimes.indiatimes.com/magazines/panache/this-live-interactive-dashboard-tracks-coronavirus-cases-in-real-time-has-resources-for-raising-awareness-about-virus/articleshow/73766595.cms?from=mdr
",0,,,1,https://www.mohfw.gov.in/pdf/TraveladvisorytotravelersvisitingChina25012020.pdf,0,,,https://www.rbi.org.in/Scripts/BS_PressReleaseDisplay.aspx?prid=49424,0,,0,,1,0,12,"	"
Ireland,IRL,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Iran,IRN,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Iraq,IRQ,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,0,0,0,"	"
Iceland,ISL,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,,,,,,,,,,,,,,0,0,14,"	"
Israel,ISR,20200201,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,0,,0,,0,,0,,0,0,0,"	"
Italy,ITA,20200201,0,,,0,,,0,,,0,,,,,,0,,,3,,,,,,,,,,3,0,14,"	"
Jordan,JOR,20200201,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,,,,,,,,,,,0,"	"
Japan,JPN,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,,"	"
Kenya,KEN,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,8,,0,,0,,,,5,"	"
Cambodia,KHM,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
South Korea,KOR,20200201,0,,,0,,,2,0,,0,,,1,1,https://www.mohw.go.kr/eng/nw/nw0101vw.jsp?PAR_MENU_ID=1007&MENU_ID=100701&page=1&CONT_SEQ=352719,0,,,0,,0,,1.25,,0,,,,7,0,24,"	"
Kuwait,KWT,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Laos,LAO,20200201,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,"	"
Lebanon,LBN,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Sri Lanka,LKA,20200201,0,,,0,1,,0,,,0,,,1,1,Daily situatioin reports start,1,1,Avoidance of crowded areas advised,1,"Thermal scanners, health desk and screening of symptoms in airport",0,,7,"The Central Bank of Sri Lanka (CBSL) lowered the standing deposit facility rate (SDFR) and standing lending facility rate (SLFR) by 50 basis points (bps) each to 6.50% and 7.50%, respectively. The statutory reserve ratio (SRR) was, however, left unchanged at 5% (https://uk.reuters.com/article/sri-lanka-economy-rates/update-2-sri-lanka-cenbank-unexpectedly-cuts-key-interest-rates-to-support-growth-idUSL4N29Z0SN); https://tradingeconomics.com/sri-lanka/interest-rate",0,,0,,1,0,29,"	"
Lithuania,LTU,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Luxembourg,LUX,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Macao,MAC,20200201,2,1,,0,0,,2,1,,,,,1,1,,0,0,,1,,,,,,,,,,,,48,"	"
Monaco,MCO,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Mexico,MEX,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,0,0,19,"	"
Macedonia,MKD,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Myanmar,MMR,20200201,0,0,,0,0,,0,0,,0,0,,1,0,,0,0,,1,https://www.irrawaddy.com/news/burma/myanmar-govt-asks-tour-operators-suspend-travel-services-chinese-visitors.html,0,,,,,,0,,,,12,"	"
Malaysia,MYS,20200201,0,0,,0,0,,0,0,,0,0,,1,1,"Ministry of Health has been issuing updates, guidance and infographics since around the time of the 1st case on 23 Jan 2020 [https://web.archive.org/save/http://www.moh.gov.my/index.php/pages/view/2019-ncov-wuhan-infografik; https://twitter.com/KKMPutrajaya; https://m.facebook.com/kementeriankesihatanmalaysia/] ",0,0,,3,State of Sarawak bans travellers with recent travel history to China; https://www.thestar.com.my/news/nation/2020/02/01/s039wa,,,2.75,https://web.archive.org/web/20200327002900/https://www.bnm.gov.my/index.php?csrf=&ch=mone&pg=mone_opr_stmt&lang=en&yearfr=2020,,,,,8,0,29,"	"
Nigeria,NGA,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nicaragua,NIC,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Netherlands,NLD,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Norway,NOR,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Nepal,NPL,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
New Zealand,NZL,20200201,0,0,,0,0,,0,0,,0,0,,,,,,,,0,,0,,1,,0,,,,0,0,0,"	"
Oman,OMN,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Pakistan,PAK,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,0,,0,,0,,0,0,0,"	"
Panama,PAN,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,1,,0,,0,,0,,0,,,,19,"	"
Philippines,PHL,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,"	"
Poland,POL,20200201,0,,,0,,,0,,,0,,,1,0,,0,,,0,,0,,2,,0,,0,,,,7,"	"
Portugal,PRT,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,0,"	"
Qatar,QAT,20200201,0,,,0,,,0,,,0,,,1,1,"Informing public about the steps it has taken, screening in place, testing etc. @MOPHQatar has videos, updates and live feeds",0,,,1,"From Jan 24 (Reuters) - Qatar will start precautionary screening of passengers arriving at Hamad international airport from China to help stop the spread of the new coronavirus‚Äù
https://web.archive.org/web/20200326162759/https://www.reuters.com/article/china-health-airport/qatar-to-screen-airport-passengers-arriving-from-china-idUSL8N29T4M2 ",0,,4,https://tradingeconomics.com/qatar/interest-rate,0,,0,,0,0,19,"	"
Romania,ROU,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,3,,0,,0,,0,0,5,"	"
Russia,RUS,20200201,0,,,0,,,0,,,0,,,0,,,0,,,3,,0,,6,,0,,0,,0,0,14,"	"
Singapore,SGP,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,3,,,,,,,,,,13,0,29,"	"
El Salvador,SLV,20200201,0,0,,0,0,,0,0,,0,0,,1,1,,0,0,,0,,0,,0,,0,,0,,,,14,"	"
San Marino,SMR,20200201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,"	"
Serbia,SRB,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,,0,,2,,0,,0,,,,5,"	"
Slovak Republic,SVK,20200201,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Slovenia,SVN,20200201,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,,,,,,,,,,,0,"	"
Sweden,SWE,20200201,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,,0,,0,,0,0,0,"	"
Syria,SYR,20200201,0,,,0,,,0,,,0,,,0,,,0,,,1,'Strict measures being taken at border crossings to detect any cases of Coronavirus' https://www.sana.sy/en/?p=184053,,,,,,,,,,,5,"	"
Thailand,THA,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,0,,1.25,,0,,0,,14,0,0,"	"
Tanzania,TZA,20200201,0,,,0,,,0,,,0,,,0,,,0,,,3,Planned flights from Tanzania to China cancelled. https://web.archive.org/web/20200326155820/https://www.mercurynews.com/2020/03/02/airlines-cancel-flights-or-modify-service-during-outbreak/,,,,,,,,,,,14,"	"
Uganda,UGA,20200201,0,1,,0,1,,0,1,,0,1,,1,1,,0,1,,1,Entebbe airport,0,,0,,0,,0,,,,19,"	"
United States,USA,20200201,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,2,,0,,2,,,,,,6,0,10,"	"
